tweet_id,author_id,inbound,created_at,text,response_tweet_id,in_response_to_tweet_id
100172,customer_1172,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, my debit card keeps getting declined in the app store even though my bank says funds are available.",100173,
100173,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Let's see what's happening with your payment method. Check out this guide on updating your payment info: https://support.apple.com/HT201266 or verify billing address matches.,,100172
100174,customer_1174,True,Tue Oct 31 22:10:08 +0000 2017,Where can I find the official tax invoice / receipt for my iCloud 200GB monthly plan?,100175,
100175,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can view and print your complete Apple purchase invoices at https://reportaproblem.apple.com or check the email receipts sent to your Apple ID email.,,100174
100176,customer_1176,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Where can I find the official tax invoice / receipt for my iCloud 200GB monthly plan?,100177,
100177,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can view and print your complete Apple purchase invoices at https://reportaproblem.apple.com or check the email receipts sent to your Apple ID email.,,100176
100178,customer_1178,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, where can i find the official tax invoice / receipt for my icloud 200gb monthly plan?",100179,
100179,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can view and print your complete Apple purchase invoices at https://reportaproblem.apple.com or check the email receipts sent to your Apple ID email.,,100178
100180,customer_1180,True,Tue Oct 31 22:10:08 +0000 2017,How do I transfer all my photos from my old iPhone 6 to my new iPhone 8 without buying iCloud storage?,100181,
100181,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Congrats on the new iPhone! You can use iTunes on a Mac or PC to make a full encrypted backup of your iPhone 6 and restore it to your iPhone 8.,,100180
100182,customer_1182,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport How do I transfer all my photos from my old iPhone 6 to my new iPhone 8 without buying iCloud storage?,100183,
100183,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Congrats on the new iPhone! You can use iTunes on a Mac or PC to make a full encrypted backup of your iPhone 6 and restore it to your iPhone 8.,,100182
100184,customer_1184,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, how do i transfer all my photos from my old iphone 6 to my new iphone 8 without buying icloud storage?",100185,
100185,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Congrats on the new iPhone! You can use iTunes on a Mac or PC to make a full encrypted backup of your iPhone 6 and restore it to your iPhone 8.,,100184
100186,customer_1186,True,Tue Oct 31 22:10:08 +0000 2017,Can I pair my AirPods to an Android phone or a Windows laptop?,100187,
100187,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Yes, AirPods can connect to non-Apple devices via standard Bluetooth! Just press and hold the setup button on the back of the charging case until the light flashes white.",,100186
100188,customer_1188,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Can I pair my AirPods to an Android phone or a Windows laptop?,100189,
100189,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Yes, AirPods can connect to non-Apple devices via standard Bluetooth! Just press and hold the setup button on the back of the charging case until the light flashes white.",,100188
100190,customer_1190,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, can i pair my airpods to an android phone or a windows laptop?",100191,
100191,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Yes, AirPods can connect to non-Apple devices via standard Bluetooth! Just press and hold the setup button on the back of the charging case until the light flashes white.",,100190
100192,customer_1192,True,Tue Oct 31 22:10:08 +0000 2017,How do I turn off read receipts in iMessage for only specific people instead of everyone?,100193,
100193,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"You can customize read receipts per conversation! Open the specific message thread, tap the 'i' or contact name at the top, and toggle 'Send Read Receipts'.",,100192
100194,customer_1194,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport How do I turn off read receipts in iMessage for only specific people instead of everyone?,100195,
100195,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"You can customize read receipts per conversation! Open the specific message thread, tap the 'i' or contact name at the top, and toggle 'Send Read Receipts'.",,100194
100196,customer_1196,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, how do i turn off read receipts in imessage for only specific people instead of everyone?",100197,
100197,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"You can customize read receipts per conversation! Open the specific message thread, tap the 'i' or contact name at the top, and toggle 'Send Read Receipts'.",,100196
100198,customer_1198,True,Tue Oct 31 22:10:08 +0000 2017,How can I record my iPhone screen with audio in iOS 11?,100199,
100199,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Screen Recording is a great feature! Go to Settings > Control Center > Customize Controls, add Screen Recording, then swipe up Control Center and long press the record button to toggle microphone audio.",,100198
100200,customer_1200,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport How can I record my iPhone screen with audio in iOS 11?,100201,
100201,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Screen Recording is a great feature! Go to Settings > Control Center > Customize Controls, add Screen Recording, then swipe up Control Center and long press the record button to toggle microphone audio.",,100200
100202,customer_1202,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, how can i record my iphone screen with audio in ios 11?",100203,
100203,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Screen Recording is a great feature! Go to Settings > Control Center > Customize Controls, add Screen Recording, then swipe up Control Center and long press the record button to toggle microphone audio.",,100202
100204,customer_1204,True,Tue Oct 31 22:10:08 +0000 2017,Dropped off my MacBook Pro at Regent Street Genius Bar on Tuesday. How do I track repair progress?,100205,
100205,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can easily track your repair status online anytime by visiting https://support.apple.com/repair and entering your Repair ID and postal code.,,100204
100206,customer_1206,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Dropped off my MacBook Pro at Regent Street Genius Bar on Tuesday. How do I track repair progress?,100207,
100207,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can easily track your repair status online anytime by visiting https://support.apple.com/repair and entering your Repair ID and postal code.,,100206
100208,customer_1208,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, dropped off my macbook pro at regent street genius bar on tuesday. how do i track repair progress?",100209,
100209,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,You can easily track your repair status online anytime by visiting https://support.apple.com/repair and entering your Repair ID and postal code.,,100208
100210,customer_1210,True,Tue Oct 31 22:10:08 +0000 2017,My iPhone X order status has been 'Preparing for Shipment' for 5 days. When will it arrive?,100211,
100211,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We know you're excited for your new iPhone! You can view the most up-to-date delivery estimates by checking your order status at https://www.apple.com/orderstatus.,,100210
100212,customer_1212,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport My iPhone X order status has been 'Preparing for Shipment' for 5 days. When will it arrive?,100213,
100213,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We know you're excited for your new iPhone! You can view the most up-to-date delivery estimates by checking your order status at https://www.apple.com/orderstatus.,,100212
100214,customer_1214,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, my iphone x order status has been 'preparing for shipment' for 5 days. when will it arrive?",100215,
100215,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We know you're excited for your new iPhone! You can view the most up-to-date delivery estimates by checking your order status at https://www.apple.com/orderstatus.,,100214
100216,customer_1216,True,Tue Oct 31 22:10:08 +0000 2017,Has Apple received my trade-in kit for my old iPhone? Tracking says delivered yesterday.,100217,
100217,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Once your trade-in kit arrives at our processing center, you'll receive an email confirmation within 2-3 business days following inspection. You can DM us your quote number to check.",,100216
100218,customer_1218,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Has Apple received my trade-in kit for my old iPhone? Tracking says delivered yesterday.,100219,
100219,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Once your trade-in kit arrives at our processing center, you'll receive an email confirmation within 2-3 business days following inspection. You can DM us your quote number to check.",,100218
100220,customer_1220,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, has apple received my trade-in kit for my old iphone? tracking says delivered yesterday.",100221,
100221,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,"Once your trade-in kit arrives at our processing center, you'll receive an email confirmation within 2-3 business days following inspection. You can DM us your quote number to check.",,100220
100222,customer_1222,True,Tue Oct 31 22:10:08 +0000 2017,This is the 3rd time my screen has had touch disease. Genius Bar was rude and refused to help. Awful service!,100223,
100223,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We sincerely apologize for this experience; this does not reflect the standard of support we strive to provide. Please send us a DM with your case number so we can review this with our leadership.,,100222
100224,customer_1224,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport This is the 3rd time my screen has had touch disease. Genius Bar was rude and refused to help. Awful service!,100225,
100225,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We sincerely apologize for this experience; this does not reflect the standard of support we strive to provide. Please send us a DM with your case number so we can review this with our leadership.,,100224
100226,customer_1226,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, this is the 3rd time my screen has had touch disease. genius bar was rude and refused to help. awful service!",100227,
100227,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We sincerely apologize for this experience; this does not reflect the standard of support we strive to provide. Please send us a DM with your case number so we can review this with our leadership.,,100226
100228,customer_1228,True,Tue Oct 31 22:10:08 +0000 2017,"Spent $2,500 on a MacBook Pro that died right after warranty ended. Apple is a ripoff, taking this to the BBB!",100229,
100229,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We understand your deep frustration regarding this unexpected hardware failure. Please send us a direct message so a senior customer relations advisor can personally examine your case.,,100228
100230,customer_1230,True,Tue Oct 31 22:10:08 +0000 2017,"@AppleSupport Spent $2,500 on a MacBook Pro that died right after warranty ended. Apple is a ripoff, taking this to the BBB!",100231,
100231,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We understand your deep frustration regarding this unexpected hardware failure. Please send us a direct message so a senior customer relations advisor can personally examine your case.,,100230
100232,customer_1232,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, spent $2,500 on a macbook pro that died right after warranty ended. apple is a ripoff, taking this to the bbb!",100233,
100233,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We understand your deep frustration regarding this unexpected hardware failure. Please send us a direct message so a senior customer relations advisor can personally examine your case.,,100232
100234,customer_1234,True,Tue Oct 31 22:10:08 +0000 2017,Waited an hour past my scheduled Genius Bar appointment while technicians stood around chatting.,100235,
100235,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We apologize for the unacceptable wait time today. We value your time and would like to share your feedback with store management. Please DM us the store location and appointment time.,,100234
100236,customer_1236,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Waited an hour past my scheduled Genius Bar appointment while technicians stood around chatting.,100237,
100237,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We apologize for the unacceptable wait time today. We value your time and would like to share your feedback with store management. Please DM us the store location and appointment time.,,100236
100238,customer_1238,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, waited an hour past my scheduled genius bar appointment while technicians stood around chatting.",100239,
100239,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We apologize for the unacceptable wait time today. We value your time and would like to share your feedback with store management. Please DM us the store location and appointment time.,,100238
100240,customer_1240,True,Tue Oct 31 22:10:08 +0000 2017,Apple sucks Android is 1000x better you guys are clowns 🤡,100241,
100241,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Thanks for reaching out. We're here if you ever need technical assistance with any Apple product!,,100240
100242,customer_1242,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Apple sucks Android is 1000x better you guys are clowns 🤡,100243,
100243,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Thanks for reaching out. We're here if you ever need technical assistance with any Apple product!,,100242
100244,customer_1244,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, apple sucks android is 1000x better you guys are clowns 🤡",100245,
100245,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Thanks for reaching out. We're here if you ever need technical assistance with any Apple product!,,100244
100246,customer_1246,True,Tue Oct 31 22:10:08 +0000 2017,Hey @AppleSupport happy Friday! What is Tim Cook's favorite iPhone color?,100247,
100247,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Happy Friday to you as well! Hope you have a wonderful weekend ahead. We're here if you need any device support!,,100246
100248,customer_1248,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Hey @AppleSupport happy Friday! What is Tim Cook's favorite iPhone color?,100249,
100249,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Happy Friday to you as well! Hope you have a wonderful weekend ahead. We're here if you need any device support!,,100248
100250,customer_1250,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, hey @applesupport happy friday! what is tim cook's favorite iphone color?",100251,
100251,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,Happy Friday to you as well! Hope you have a wonderful weekend ahead. We're here if you need any device support!,,100250
100252,customer_1252,True,Tue Oct 31 22:10:08 +0000 2017,Check out my new rap track on SoundCloud! Follow for follow!,100253,
100253,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We're here to assist with Apple products and technical questions. Have a great day!,,100252
100254,customer_1254,True,Tue Oct 31 22:10:08 +0000 2017,@AppleSupport Check out my new rap track on SoundCloud! Follow for follow!,100255,
100255,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We're here to assist with Apple products and technical questions. Have a great day!,,100254
100256,customer_1256,True,Tue Oct 31 22:10:08 +0000 2017,"Hey @AppleSupport, check out my new rap track on soundcloud! follow for follow!",100257,
100257,AppleSupport,False,Tue Oct 31 22:15:32 +0000 2017,We're here to assist with Apple products and technical questions. Have a great day!,,100256
